OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
2,Dog,Female,Baby,Chihuahua Shorthair Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,Chow Chow/Golden Retriever,Gold,0,Neutered
2,Cat,Female,Baby,Siamese Mix,Lynx Point/White,0,Intact
0,Dog,Male,Adult,Labrador Retriever Mix,Black,0,Neutered
1,Cat,Male,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,German Shepherd/Labrador Retriever,Black/White,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue/White,0,Unknown
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/Brown,0,Intact
0,Dog,Female,Adolescent,Staffordshire,Black/White,1,Neutered
0,Dog,Female,Baby,Beagle Mix,Red/White,0,Neutered
0,Dog,Female,Baby,Australian Cattle Dog/German Shepherd,Red/White,0,Neutered
1,Dog,Male,Adolescent,Labrador Retriever Mix,Black,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Tortie,0,Unknown
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Jack Russell Terrier Mix,Brown/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Dog,Male,Baby,Cairn Terrier/Chihuahua Shorthair,Tan,0,Neutered
2,Dog,Female,Baby,German Shepherd Mix,Black/Sable,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Senior,Collie Rough/German Shepherd,Black/Brown,0,Neutered
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Intact
0,Dog,Female,Adolescent,Australian Kelpie/Bull Terrier,Black,0,Neutered
2,Cat,Male,Baby,Domestic Longhair Mix,Blue,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Cat,Male,Baby,Domestic Shorthair Mix,Blue/White,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
1,Dog,Male,Senior,Wire Hair Fox Terrier Mix,Black/White,0,Neutered
0,Dog,Female,Adult,Miniature Poodle/Yorkshire Terrier,Brown,0,Neutered
0,Dog,Female,Adult,German Shepherd Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Australian Cattle Dog/Jack Russell Terrier,Black/White,0,Neutered
2,Dog,Male,Adolescent,Australian Shepherd/Border Collie,Black/Tricolor,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Torbie,0,Unknown
0,Dog,Female,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Dog,Male,Baby,German Shepherd Mix,Fawn,0,Intact
1,Dog,Male,Adult,German Shepherd Mix,White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
0,Cat,Female,Senior,Maine Coon Mix,Torbie,0,Neutered
0,Dog,Male,Baby,Boxer/Catahoula,Brown/White,0,Neutered
1,Dog,Female,Adult,German Shepherd/Labrador Retriever,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Female,Senior,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
4,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Cat,Male,Baby,Manx Mix,Black Smoke,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Cream Tabby,0,Unknown
0,Dog,Female,Adolescent,Miniature Poodle Mix,White,0,Neutered
3,Cat,Female,Senior,Domestic Longhair Mix,Tortie,0,Neutered
0,Dog,Male,Adolescent,Great Pyrenees/Labrador Retriever,Black/White,0,Neutered
0,Dog,Male,Adolescent,Boston Terrier,Brown Brindle/White,1,Neutered
2,Dog,Male,Adult,Chihuahua Shorthair Mix,Black/Brown,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Female,Adolescent,Blue Lacy Mix,Blue/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,White,0,Unknown
2,Dog,Male,Senior,Cocker Spaniel Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Cream Tabby,0,Neutered
2,Dog,Male,Adolescent,Border Collie Mix,Black/White,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black,0,Neutered
0,Dog,Male,Baby,Boxer Mix,Sable,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Black,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Intact
0,Dog,Female,Baby,Boston Terrier/Chihuahua Shorthair,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
2,Dog,Male,Senior,Labrador Retriever Mix,Tan,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Torbie,0,Neutered
0,Dog,Female,Baby,Pit Bull Mix,Tan,0,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Tan/White,0,Neutered
0,Dog,Male,Baby,Blue Lacy/Labrador Retriever,Black,0,Neutered
3,Dog,Female,Adolescent,Chinese Sharpei,Tan,1,Intact
3,Dog,Female,Senior,Pit Bull Mix,Blue/White,0,Intact
0,Dog,Male,Adult,Alaskan Malamute/Border Collie,Tricolor,0,Neutered
0,Dog,Female,Adolescent,Border Collie Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Staffordshire Mix,Brown/White,0,Neutered
1,Dog,Female,Senior,Australian Cattle Dog Mix,Tricolor,0,Neutered
2,Dog,Male,Adolescent,Labrador Retriever Mix,Brown,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Blue Tabby,0,Neutered
1,Dog,Male,Senior,Beagle Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Boxer Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,German Shepherd Mix,Black/Brown,0,Neutered
0,Dog,Male,Adolescent,Catahoula/Labrador Retriever,Black/White,0,Neutered
1,Cat,Female,Senior,Snowshoe Mix,Seal Point,0,Neutered
1,Cat,Female,Adult,Domestic Shorthair Mix,Blue,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Senior,Labrador Retriever Mix,Brown,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
3,Dog,Male,Adolescent,Anatol Shepherd Mix,Black/Brown,0,Neutered
1,Dog,Female,Senior,Chihuahua Shorthair,Tan/White,1,Intact
1,Dog,Male,Adult,American Pit Bull Terrier Mix,Brown/White,0,Neutered
2,Dog,Female,Baby,Doberman Pinsch Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Rat Terrier,Tricolor,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
1,Dog,Male,Adult,Chihuahua Longhair/Maltese,White,0,Neutered
0,Dog,Female,Baby,Carolina Dog Mix,Black/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Blue/White,0,Neutered
0,Dog,Male,Baby,Belgian Malinois,Black/Brown,1,Neutered
2,Dog,Female,Adolescent,Catahoula Mix,Chocolate/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
3,Dog,Male,Senior,Pit Bull Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Rat Terrier Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Siberian Husky Mix,Black/Gray,0,Intact
1,Dog,Male,Adult,Pit Bull Mix,Brown/White,0,Neutered
1,Dog,Male,Adult,Alaskan Malamute/German Shepherd,Tan/White,0,Neutered
2,Cat,Female,Baby,Domestic Longhair Mix,Black,0,Intact
1,Dog,Male,Adult,Alaskan Husky/Labrador Retriever,White/Yellow,0,Neutered
2,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
0,Dog,Female,Adolescent,Boxer Mix,White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Intact
1,Dog,Male,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Male,Baby,German Shepherd/Labrador Retriever,Sable,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Medium Hair Mix,Black,0,Intact
2,Dog,Female,Baby,Chihuahua Shorthair Mix,Black,0,Intact
2,Dog,Male,Senior,Chihuahua Shorthair Mix,Buff,0,Intact
1,Dog,Male,Adolescent,Australian Cattle Dog Mix,Blue/White,0,Neutered
1,Dog,Male,Adult,Papillon Mix,Black,0,Neutered
1,Dog,Male,Adult,German Shorthair Pointer Mix,Chocolate,0,Neutered
3,Dog,Male,Adult,Pit Bull Mix,Brown Brindle,0,Intact
0,Dog,Male,Adolescent,Miniature Schnauzer Mix,Gray/White,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Male,Adolescent,Cairn Terrier Mix,Black/Tan,0,Intact
2,Cat,Male,Adolescent,Domestic Medium Hair Mix,Orange Tabby,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue,0,Neutered
2,Dog,Male,Adult,Great Pyrenees,White,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Dog,Male,Senior,Boxer Mix,Black/Red,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Longhair Mix,Tricolor,0,Neutered
3,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
3,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue,0,Unknown
0,Dog,Female,Baby,Vizsla Mix,Red/White,0,Neutered
1,Dog,Male,Adult,Labrador Retriever Mix,Cream,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
1,Dog,Male,Senior,Chihuahua Shorthair/Dachshund,Tan/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Dog,Male,Baby,Shih Tzu,Chocolate/White,1,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
3,Dog,Unknown,Adult,Rat Terrier Mix,Tricolor/White,0,Unknown
1,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Adult,Weimaraner Mix,Fawn/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,White,0,Intact
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan,0,Neutered
0,Dog,Female,Baby,Labrador Retriever/Pointer,Black/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Gray Tabby/White,0,Neutered
0,Cat,Female,Baby,Siamese Mix,Seal Point,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adolescent,Dachshund Mix,Brown,0,Intact
1,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever/Pit Bull,Black/White,0,Neutered
1,Dog,Male,Adolescent,Chihuahua Shorthair/Dachshund,Black/Tan,0,Intact
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Tortie,0,Unknown
0,Dog,Male,Senior,Miniature Poodle/Shih Tzu,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Intact
2,Cat,Male,Senior,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Female,Adolescent,Domestic Longhair Mix,Calico,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
3,Dog,Male,Adolescent,Pit Bull Mix,Black,0,Intact
0,Dog,Female,Adult,Pit Bull Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Cat,Female,Adult,Domestic Shorthair Mix,Torbie,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Intact
2,Cat,Female,Adolescent,Snowshoe Mix,Calico Point,0,Intact
0,Dog,Male,Baby,Standard Poodle Mix,Black/White,0,Neutered
1,Cat,Male,Adolescent,Domestic Medium Hair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Dog,Male,Baby,Australian Cattle Dog Mix,Brown/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Senior,Rat Terrier,Tricolor,1,Neutered
2,Cat,Female,Baby,Siamese Mix,Chocolate Point,0,Intact
1,Dog,Female,Adult,Pit Bull Mix,Blue,0,Intact
0,Dog,Female,Baby,Flat Coat Retriever/Labrador Retriever,Black,0,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Brown,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Unknown
0,Dog,Female,Adolescent,German Shepherd,White,1,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black,0,Neutered
0,Dog,Female,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Senior,Carolina Dog Mix,Red,0,Neutered
1,Dog,Male,Adult,German Shepherd Mix,Black/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
4,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
3,Cat,Unknown,Adult,Domestic Shorthair Mix,Brown Tabby,0,Unknown
0,Cat,Female,Adolescent,Domestic Medium Hair Mix,Black,0,Neutered
2,Dog,Male,Baby,Cardigan Welsh Corgi Mix,Sable,0,Intact
0,Cat,Female,Baby,Domestic Medium Hair Mix,Black/White,0,Neutered
1,Dog,Female,Adult,Shiba Inu Mix,Red,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
3,Dog,Male,Senior,Chihuahua Shorthair Mix,Brown,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Dog,Female,Adult,Bichon Frise,White,1,Neutered
0,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
1,Dog,Male,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
1,Dog,Male,Adolescent,Siberian Husky,Red/White,1,Neutered
0,Dog,Male,Senior,German Shepherd Mix,Black/Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Female,Adult,Dachshund Mix,Black/Red,0,Neutered
1,Dog,Male,Adult,Border Collie Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Black/White,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
1,Dog,Male,Senior,Miniature Pinscher Mix,Chocolate/Tan,0,Neutered
0,Dog,Female,Baby,Basset Hound/Pointer,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Dog,Male,Baby,Australian Kelpie Mix,Sable/White,0,Intact
2,Cat,Female,Adult,Domestic Medium Hair Mix,Brown Tabby,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair/Rat Terrier,Tricolor,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
0,Dog,Male,Adult,Alaskan Husky,Black/White,1,Neutered
2,Dog,Male,Baby,Jack Russell Terrier Mix,Sable,0,Intact
1,Dog,Male,Adult,Toy Poodle Mix,Black,0,Neutered
1,Dog,Male,Adult,Manchester Terrier Mix,Tricolor,0,Neutered
1,Dog,Female,Adolescent,Dachshund Mix,Brown Brindle,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black/White,0,Unknown
1,Dog,Male,Adolescent,Labrador Retriever Mix,Tricolor/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Neutered
1,Dog,Male,Adult,Miniature Schnauzer Mix,Black,0,Neutered
0,Dog,Female,Baby,Border Collie/Labrador Retriever,Black/White,0,Neutered
0,Dog,Male,Adolescent,Chinese Sharpei,Brown,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Tan/White,0,Neutered
0,Dog,Female,Baby,Dachshund Mix,Black/Brown,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Cat,Male,Adult,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Adolescent,Chow Chow Mix,Buff,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown Brindle/White,0,Neutered
1,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Female,Adolescent,Labrador Retriever Mix,Black/Brown,0,Neutered
0,Dog,Female,Baby,Australian Shepherd/Labrador Retriever,Black/White,0,Neutered
0,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Neutered
4,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
2,Dog,Male,Adult,Smooth Fox Terrier Mix,Tricolor,0,Neutered
2,Dog,Female,Adolescent,Basset Hound Mix,Brown/White,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Black Brindle/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair,Cream/White,1,Intact
1,Cat,Female,Adult,Domestic Medium Hair Mix,Tortie,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Dog,Female,Adult,Siberian Husky Mix,Sable,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Chocolate/Tan,0,Neutered
0,Dog,Male,Adult,Staffordshire,Red/White,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Senior,Rottweiler Mix,Black/Brown,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Blue,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Cream/White,0,Neutered
1,Dog,Male,Adolescent,German Shepherd Mix,Brown/Tan,0,Neutered
0,Dog,Female,Adult,Border Collie Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Brown Merle,0,Intact
3,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Dog,Male,Baby,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Male,Baby,Cairn Terrier Mix,Tan/White,0,Neutered
3,Dog,Female,Adolescent,Australian Kelpie Mix,Brown/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Cat,Male,Adolescent,Siamese Mix,Lynx Point,0,Neutered
2,Dog,Male,Adolescent,Catahoula Mix,Fawn/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Pug,Chocolate/Tan,0,Neutered
0,Dog,Male,Adult,Boxer,Black/Brown,1,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black,0,Unknown
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adult,Dachshund Mix,Red,0,Neutered
2,Cat,Unknown,Baby,Domestic Medium Hair Mix,Black,0,Unknown
3,Dog,Female,Senior,Chinese Sharpei Mix,Brown,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Senior,Miniature Poodle Mix,White,0,Intact
3,Cat,Unknown,Baby,Siamese Mix,Lynx Point,0,Unknown
3,Cat,Male,Senior,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
0,Cat,Female,Baby,Domestic Medium Hair Mix,Cream Tabby/White,0,Neutered
2,Dog,Male,Adolescent,Dachshund Mix,Tan/White,0,Neutered
0,Dog,Female,Adult,English Bulldog Mix,Brown Brindle/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
0,Dog,Female,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
1,Dog,Female,Adolescent,German Shepherd Mix,Sable,0,Neutered
0,Dog,Male,Adult,Miniature Poodle,White,1,Neutered
0,Dog,Female,Baby,Pit Bull,Black/White,1,Neutered
3,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Adolescent,Yorkshire Terrier Mix,Black,0,Neutered
0,Dog,Female,Adult,Chihuahua Shorthair Mix,Buff/Tan,0,Neutered
0,Dog,Female,Adolescent,Australian Cattle Dog Mix,Blue Merle,0,Neutered
2,Dog,Female,Baby,Dachshund/Labrador Retriever,Brown Brindle,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Adult,Cavalier Span/Pekingese,Red/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Female,Baby,Snowshoe Mix,Seal Point/White,0,Neutered
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown/Tan,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,White,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
1,Dog,Male,Adult,German Shepherd,Black/Brown,1,Neutered
1,Dog,Male,Adult,Australian Shepherd Mix,Blue Merle/White,0,Neutered
0,Dog,Female,Baby,Rat Terrier Mix,Tricolor,0,Neutered
2,Dog,Male,Adult,Lhasa Apso Mix,Black/White,0,Neutered
2,Dog,Female,Adolescent,Rat Terrier Mix,Tricolor,0,Intact
0,Dog,Female,Baby,Chihuahua Shorthair Mix,Black,0,Neutered
1,Dog,Male,Adolescent,Cairn Terrier Mix,Buff,0,Neutered
2,Cat,Female,Adult,Domestic Shorthair Mix,Tortie,0,Intact
0,Dog,Female,Baby,Beagle/Rat Terrier,Tricolor,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby/White,0,Intact
3,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
1,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever/Pit Bull,Chocolate/White,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby/White,0,Neutered
0,Dog,Male,Adult,Rottweiler Mix,Black/Brown,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Chocolate/White,0,Neutered
0,Dog,Male,Senior,Chihuahua Shorthair/Dachshund,Red,0,Neutered
1,Cat,Female,Baby,Domestic Medium Hair Mix,Orange/White,0,Intact
0,Dog,Male,Adult,Norfolk Terrier Mix,Red/Tan,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Black/White,0,Neutered
0,Dog,Female,Adult,English Bulldog Mix,Brown Brindle/White,0,Neutered
0,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Neutered
1,Dog,Male,Adult,Australian Shepherd Mix,Black/Brown Merle,0,Neutered
